name,brand,year,cost,discount,color,memory_size_Gb,dual_sim,discounted_goods
Asus ZenFone Go ZB500KL,Asus,,6990,0,Gold,16,0.0,0.0
Asus ZenFone 3 Laser ZC551KL,Asus,,11650,0,Gold,32,0.0,0.0
Asus Zenfone 3 ZE552KL,Asus,,22990,0,Gold,64,0.0,0.0
Asus ZenFone Go ZB450KL 8Gb,Asus,,5150,0,Gold,,0.0,0.0
Apple iPhone 5S как новый,Apple,,0,0,Gold,16,0.0,0.0
Apple iPhone 5S как новый,Apple,,0,0,Gold,32,0.0,0.0
Apple iPhone 5S как новый,Apple,,0,0,Gold,64,0.0,0.0
Apple iPhone 5S как новыйok,Apple,,0,0,Gold,16,0.0,0.0
Apple iPhone 6,Apple,,0,0,Gold,16,0.0,0.0
Apple iPhone XS Max,Apple,,0,0,Gold,512,0.0,0.0
Apple iPhone XS Max,Apple,,0,0,Gold,256,0.0,0.0
Apple iPhone XS,Apple,,0,0,Gold,256,0.0,0.0
Apple iPhone XS,Apple,,0,0,Gold,512,0.0,0.0
Apple iPhone XS Max,Apple,,0,0,Gold,64,0.0,0.0
Apple iPhone XS,Apple,,0,0,Gold,64,0.0,0.0
Apple iPhone X,Apple,,0,0,Gold,64,0.0,0.0
Apple iPhone X,Apple,,0,0,Gold,256,0.0,0.0
Apple iPhone 8 Plus,Apple,,52490,0,Gold,256,0.0,0.0
Apple iPhone 8,Apple,,68990,0,Gold,256,0.0,0.0
Apple iPhone 7 A1778,Apple,,48990,0,Gold,128,0.0,0.0
Apple iPhone SE A1723,Apple,,18790,0,Gold,16,0.0,0.0
Apple iPhone SE A1723,Apple,,28850,8140,Gold,64,0.0,0.0
Apple iPhone 7 Plus A1661,Apple,,40990,0,Gold,32,0.0,0.0
Apple iPhone 7 Plus A1661,Apple,,51790,18200,Gold,128,0.0,0.0
Apple iPhone 7 A1778,Apple,,43990,9000,Gold,32,0.0,0.0
Apple iPhone 6S A1688,Apple,,36990,0,Gold,32,0.0,0.0
Apple iPhone 6S Plus,Apple,,0,0,Gold,128,0.0,0.0
Apple iPhone 6S Plus,Apple,,0,0,Gold,64,0.0,0.0
Apple iPhone 6S Plus,Apple,,0,0,Gold,16,0.0,0.0
Apple iPhone 6S,Apple,,0,0,Gold,128,0.0,0.0
Apple iPhone 6S,Apple,,0,0,Gold,64,0.0,0.0
Apple iPhone 6S,Apple,,0,0,Gold,16,0.0,0.0
Apple iPhone 6 Plus,Apple,,0,0,Gold,128,0.0,0.0
Apple iPhone 6 Plus,Apple,,0,0,Gold,64,0.0,0.0
Apple iPhone 6 Plus,Apple,,0,0,Gold,16,0.0,0.0
Apple iPhone 6,Apple,,0,0,Gold,128,0.0,0.0
Apple iPhone 6,Apple,,0,0,Gold,64,0.0,0.0
Alcatel 2012D Soft,Alcatel,,2450,0,Gold,,0.0,0.0
Alcatel One Touch Idol Alpha 6032X Soft,Alcatel,,6990,0,Gold,,0.0,0.0
Alcatel One Touch Idol 3 6039Y Soft,Alcatel,,9950,2040,Gold,,0.0,0.0
Alcatel Pixi 3(5) 5015X,Alcatel,,5620,0,Black Gold,,0.0,0.0
Alcatel Pixi 3(5) 5015X Soft,Alcatel,,5397,0,Gold,,0.0,0.0
Alcatel 4024D Pixi First,Alcatel,,3230,0,Black Gold,,0.0,0.0
Alcatel Pixi 3(5) 5015D Soft,Alcatel,,4850,0,Gold,,0.0,0.0
Alcatel One Touch Pop 3 (5.5) 5054D Soft,Alcatel,,5580,0,Gold,,0.0,0.0
Alcatel Idol 4S 6070K,Alcatel,,15590,0,Gold,,0.0,0.0
Alcatel 5056D Pop 4 (5.5) Metal,Alcatel,,7990,0,Gold,,0.0,0.0
Alcatel 6055K Idol 4,Alcatel,,8990,0,Gold,,0.0,0.0
Alcatel Pop 4S 5095K Metal,Alcatel,,6950,0,Gold,,0.0,0.0
Alcatel Shine Lite,Alcatel,,9190,0,Gold,,0.0,0.0
Alcatel POP4 7070X Metal,Alcatel,,9990,0,Gold,,0.0,0.0
Alcatel 3L 5034D Metallic,Alcatel,,6425,0,Gold,,0.0,0.0
Alcatel 3X 5058I Metallic,Alcatel,,7990,0,Gold,,0.0,0.0
Alcatel A5 5086D,Alcatel,,9990,0,Gold,,0.0,0.0
Alcatel 3 5052D,Alcatel,,7349,0,Gold,,0.0,0.0
Alcatel Idol 5 6058D,Alcatel,,0,0,Gold,,0.0,0.0
Alcatel One Touch Pixi 4 6.0 8050X,Alcatel,,0,0,Gold,,0.0,0.0
Xiaomi Mi A1,Xiaomi,,6990,5000,Black,32,0.0,1.0
Asus Zenfone 2 Laser ZE500KL,Asus,,11390,0,Purple,16,0.0,0.0
Asus Zenfone 2 Laser ZE500KL,Asus,,10190,0,Purple,32,0.0,0.0
Fly E185 White,Fly,,2470,0,Purple,,0.0,0.0
HTC Wildfire S,HTC,,4690,0,Purple,,0.0,0.0
HTC Wildfire S Тайвань,HTC,,5490,0,Purple,,0.0,0.0
HTC Desire 626G Fire,HTC,,6155,0,Purple,,1.0,0.0
HTC Desire 728G Myst,HTC,,10430,0,Purple,,1.0,0.0
HTC U12 life 4,HTC,,18450,0,Purple,64,0.0,0.0
Huawei Nova 3 4,Huawei,,17190,0,Iris Purple,128,0.0,0.0
Huawei Honor Play,Huawei,,24990,0,Purple,64,0.0,0.0
Huawei Nova 3 6,Huawei,,0,0,Iris Purple,128,0.0,0.0
Huawei Nova 3i 4,Huawei,,15990,0,Purple,64,0.0,0.0
Lenovo A820 4Gb Deep,Lenovo,,5280,0,Purple,,0.0,0.0
LG GS290,LG,,3140,0,Purple,,0.0,0.0
Meizu M8 M813H,Meizu,,8290,0,Purple,,0.0,0.0
Meizu 16X 6,Meizu,,22950,0,Purple,128,0.0,0.0
Samsung Galaxy S9 Plus,Samsung,,34990,0,Lilac Purple,64,0.0,1.0
ZTE Nubia Z18 Mini 6,ZTE,,0,0,Purple,64,0.0,0.0
Xiaomi Mi5,Xiaomi,,0,0,Purple,64,0.0,0.0
Xiaomi Mi4S,Xiaomi,,13490,1500,Purple,64,0.0,0.0
Xiaomi Mi5,Xiaomi,,14890,0,Purple,32,0.0,0.0
Sony Xperia XZ2 Premium,Sony,,59990,0,Purple,,0.0,0.0
Sony Xperia Z3 D6603,Sony,,29990,0,Purple,,0.0,0.0
Sony Xperia T3ok,Sony,,14980,0,Purple,,0.0,0.0
Sony Xperia T2 Ultra,Sony,,16390,0,Purple,,0.0,0.0
Sony Xperia M2 D2302,Sony,,11640,3350,Purple,,1.0,0.0
Sony Xperia M2 D2303,Sony,,11890,4100,Purple,,0.0,0.0
Sony Xperia Z2ok,Sony,,25590,0,Purple,,0.0,0.0
Sony Xperia E1,Sony,,6590,0,Purple,,0.0,0.0
Sony Xperia T2 Ultra dual D5322,Sony,,16390,0,Purple,,0.0,0.0
Sony Xperia E1 Dual,Sony,,6590,0,Purple,,0.0,0.0
Sony Xperia Z1 C6903,Sony,,23990,0,Purple,,0.0,0.0
Sony Xperia C C2305,Sony,,8712,0,Purple,,0.0,0.0
Sony Xperia Z Ultra C6833,Sony,,24990,500,Purple,,0.0,0.0
Sony Xperia M Dual,Sony,,6880,0,Purple,,0.0,0.0
Sony Xperia M,Sony,,6150,0,Purple,,0.0,0.0
Sony Xperia Zok,Sony,,17920,10070,Purple,,0.0,0.0
Samsung Galaxy S9 Plus,Samsung,,0,0,Lilac Purple,128,0.0,0.0
Samsung Galaxy S9,Samsung,,0,0,Lilac Purple,128,0.0,0.0
Samsung Galaxy S9 Plus,Samsung,,55490,4500,Lilac Purple,256,0.0,0.0
Samsung Galaxy S9 Plus,Samsung,,48750,0,Lilac Purple,64,0.0,0.0
Samsung Galaxy S9,Samsung,,43990,0,Lilac Purple,64,0.0,0.0
Samsung Galaxy S4 mini GT-I9190,Samsung,,13990,0,Purple,,0.0,0.0
Samsung Galaxy Mega 6.3 8Gb I9200 Plum,Samsung,,14790,2000,Purple,,0.0,0.0
Samsung Galaxy Mega 5.8 GT-I9152 Plum,Samsung,,14990,0,Purple,,0.0,0.0
Alcatel OneTouch 380,Alcatel,,1250,240,Purple,,0.0,0.0
ZTE Nubia Z17 Ram 8Gb,ZTE,,0,0,Red,128,0.0,0.0
ZTE Nubia Z17 Ram 6Gb,ZTE,,0,0,Red,64,0.0,0.0
ZTE Nubia Z17 Ram 6Gb,ZTE,,0,0,Red,128,0.0,0.0
ZTE R340E Dark,ZTE,,1639,0,Red,,0.0,0.0
ZTE R341 Dark,ZTE,,799,0,Red,,0.0,0.0
Sony Xperia tipo ST21i,Sony,,5290,0,Red,,0.0,0.0
Sony Xperia Sola MT27i,Sony,,9490,0,Red,,0.0,0.0
Sony Xperia P,Sony,,9990,6000,Red,,0.0,0.0
Sony Xperia Ion LT28h,Sony,,12450,0,Red,,0.0,0.0
Sony Xperia ZL,Sony,,15190,0,Red,,0.0,0.0
Sony Xperia L,Sony,,6550,0,Red,,0.0,0.0
Sony Xperia SP,Sony,,11770,0,Red,,0.0,0.0
Sony Xperia XZ Premium Dual,Sony,,0,0,Red,,0.0,0.0
Xiaomi Mi8 SE 6,Xiaomi,,16990,0,Red,64,0.0,0.0
Xiaomi Qin1s AI Phone,Xiaomi,,4290,0,Red,,0.0,0.0
Xiaomi Redmi Note 5 6Gb,Xiaomi,,15490,0,Red,128,0.0,0.0
Xiaomi Redmi 6 Pro 4,Xiaomi,,13490,0,Red,64,0.0,0.0
Xiaomi Redmi Note 5 4Gb,Xiaomi,,12490,1500,Red,64,0.0,0.0
Xiaomi Redmi Note 5 4Gb,Xiaomi,,12790,2200,Red,64,0.0,0.0
Xiaomi Redmi Note 5 3Gb,Xiaomi,,11490,2500,Red,32,0.0,0.0
Xiaomi Mi8 SE 4,Xiaomi,,21990,0,Red,64,0.0,0.0
Xiaomi Redmi 6 Pro 3,Xiaomi,,10550,0,Red,32,0.0,0.0
Xiaomi Mi6X,Xiaomi,,0,0,Red,128,0.0,0.0
Xiaomi Mi6X,Xiaomi,,12850,0,Red,64,0.0,0.0
Xiaomi Mi A1,Xiaomi,,11590,0,Red,32,0.0,0.0
Xiaomi Mi A1,Xiaomi,,11950,3040,Special Edition Red,64,0.0,0.0
Xiaomi Mi A1,Xiaomi,,12390,0,Special Edition Red,32,0.0,0.0
Xiaomi Mi5X,Xiaomi,,13150,0,Red,64,0.0,0.0
Xiaomi Mi3,Xiaomi,,13990,0,Red Rose,16,0.0,0.0
Tecno Camon 11 Bordeaux,Tecno,,6350,0,Red,,0.0,0.0
Sony Xperia XZ2 Premium,Sony,,0,0,Red,,0.0,0.0
Nokia 1,Nokia,,3865,0,Red,,0.0,0.0
OnePlus 5T,OnePlus,,26090,0,Red,128,0.0,0.0
OnePlus 6 8,OnePlus,,29990,4000,Red,128,0.0,0.0
OnePlus 6 8,OnePlus,,34990,0,Red,128,0.0,0.0
Oppo F7,Oppo,,0,0,Solar Red,64,0.0,0.0
Oppo A5 4,Oppo,,13490,0,Red,32,0.0,0.0
Oppo RX17 Neo,Oppo,,20490,0,Red,,0.0,0.0
Philips S308,Philips,,4290,0,Red,,0.0,0.0
Philips E320,Philips,,3614,376,Red,,0.0,0.0
Philips S309,Philips,,2912,478,Red,,0.0,0.0
Philips S337 Red,Philips,,3484,1406,Black,,0.0,0.0
Philips Xenium E103,Philips,,1390,200,Red,,0.0,0.0
Philips E106,Philips,,1009,281,Red,,0.0,0.0
Samsung E1150 Ruby,Samsung,,1047,0,Red,,0.0,0.0
Samsung GT-S5230,Samsung,,2850,1140,La Fleur Garnet Red,,0.0,0.0
Samsung I9300 Galaxy S III,Samsung,,14990,0,Red,16,0.0,0.0
Samsung GT-C3300 Champ Wine,Samsung,,2850,440,Red,,0.0,0.0
Samsung GT-E1195,Samsung,,1220,0,Red,,0.0,0.0
Samsung GT-E1080,Samsung,,740,0,Red,,0.0,0.0
Samsung I9300 Galaxy S III,Samsung,,14990,0,La Fleur Garnet Red,16,0.0,0.0
Samsung I8190 Galaxy S III mini 8Gb Garnet,Samsung,,6190,1800,Red,,0.0,0.0
Samsung Galaxy xCover 2 S7710 red,Samsung,,9790,4200,Black,,0.0,0.0
Samsung C3312 Duos Flamingo,Samsung,,3490,0,Red,,0.0,0.0
Samsung E2202 Wine,Samsung,,1850,0,Red,,0.0,0.0
Samsung Galaxy Young S6312 Wine,Samsung,,5180,0,Red,,0.0,0.0
Samsung Galaxy S4 i9500,Samsung,,16330,10660,Red,16,0.0,0.0
Samsung Galaxy Ace 3 GT-S7270 Wine,Samsung,,6690,2300,Red,,0.0,0.0
Samsung GT-C3592,Samsung,,3990,0,Red,,0.0,0.0
Samsung E1272 Garnet,Samsung,,1815,675,Red,,0.0,0.0
Samsung Galaxy S4 mini Duos GT-I9192,Samsung,,14990,0,Red,,0.0,0.0
Samsung Galaxy J6+,Samsung,2018,12250,2740,Red,32,0.0,0.0
Samsung Z1,Samsung,,0,0,Red,,0.0,0.0
Samsung Galaxy Note 3 SM-N9005,Samsung,,27990,0,Red,32,0.0,0.0
Samsung Galaxy S4 GT-I9505,Samsung,,20990,6000,Red,16,0.0,0.0
Samsung Galaxy Star Plus GT-S7262,Samsung,,3180,1810,Red,,0.0,0.0
Samsung Galaxy S4 mini Duos GT-I9192 La Fleur,Samsung,,14990,0,Red,,0.0,0.0
Samsung Galaxy S4 mini GT-I9190 La Fleur,Samsung,,13990,0,Red,,0.0,0.0
Samsung Galaxy Note 3 SM-N900,Samsung,,22690,0,Red,32,0.0,0.0
Samsung Galaxy Trend GT-S7392 Wine,Samsung,,5250,0,Red,,0.0,0.0
Samsung Galaxy Trend GT-S7390,Samsung,,5240,0,Red LaFleur,,0.0,0.0
Samsung Galaxy S4 i9500,Samsung,,16890,0,Red LaFleur,16,0.0,0.0
Samsung Galaxy Core GT-I8262 Wine,Samsung,,7590,2400,Red LaFleur,,0.0,0.0
Samsung Galaxy S III mini Value Edition I8200 8Gb Garnet,Samsung,,8990,0,Red,,0.0,0.0
Samsung Galaxy Trend GT-S7390 Wine,Samsung,,4790,0,Red,,0.0,0.0
Samsung Galaxy Ace 3 GT-S7272 Wine,Samsung,,8625,1365,Red,,0.0,0.0
Samsung Galaxy S4 mini GT-I9190,Samsung,,13990,1000,Red,,0.0,0.0
Samsung E2232 Wine,Samsung,,1609,0,Red,,0.0,0.0
Samsung C3332 Champ 2,Samsung,,2980,0,Red,,0.0,0.0
Samsung C3322 Red La Fleur,Samsung,,3990,0,Red LaFleur,,0.0,0.0
Samsung C3322 Wine,Samsung,,3540,0,Red,,0.0,0.0
Samsung Wave Y S5380 La Fleur,Samsung,,3690,0,Red,,0.0,0.0
Samsung GT-C3011,Samsung,,1640,0,Red,,0.0,0.0
Samsung C3752,Samsung,,4290,0,Red,,0.0,0.0
Samsung E2121B Candy,Samsung,,1225,0,Red,,0.0,0.0
Samsung GT-E2530 La Fleur,Samsung,,2780,0,Red,,0.0,0.0
LG P500 Optimus One,LG,,5850,0,Red,,0.0,0.0
LG GS290 Wine,LG,,3140,0,Red,,0.0,0.0
LG KF300 Wine,LG,,3175,0,Red,,0.0,0.0
Lg T500,Lg,,3190,0,Red,,0.0,0.0
Lg A175,Lg,,1490,0,Red,,0.0,0.0
Lg KP500,Lg,,3290,0,Red,,0.0,0.0
LG GS107,LG,,1030,0,Red,,0.0,0.0
LG A120,LG,,1290,0,Red,,0.0,0.0
LG Optimus Me P350,LG,,4750,0,Red,,0.0,0.0
Lg A100,Lg,,890,0,Red,,0.0,0.0
Lg T500 Red,Lg,,3190,0,Pink,,0.0,0.0
LG T510 Wine,LG,,3170,0,Red,,0.0,0.0
LG T375 Red,LG,,3050,0,Black,,0.0,0.0
LG T370,LG,,3250,0,Red,,0.0,0.0
LG T375Red,LG,,3050,0,White ,,0.0,0.0
LG T370Red,LG,,2150,0,White ,,0.0,0.0
LG Optimus L5 Dual E615,LG,,4340,3650,Red,,0.0,0.0
LG Optimus L7 II Dual P715,LG,,5990,3700,Red,,0.0,0.0
Micromax X512,Micromax,,549,0,Red,,0.0,0.0
Micromax X415,Micromax,,682,0,Red,,0.0,0.0
Micromax Q341,Micromax,,3990,0,Red,,0.0,0.0
Micromax Q340,Micromax,,4790,0,Red,,0.0,0.0
Micromax X401,Micromax,,790,0,Red,,0.0,0.0
Micromax X088 Red,Micromax,,790,0,Black,,0.0,0.0
Micromax A79 Bolt,Micromax,,2990,0,Red,,0.0,0.0
Micromax A092 Canvas Quad,Micromax,,4790,0,Red,,0.0,0.0
Micromax A106 Unite 2,Micromax,,5990,0,Red,,0.0,0.0
Micromax X098,Micromax,,790,0,Red,,0.0,0.0
Meizu M6T 2,Meizu,,7050,0,Red,16,0.0,0.0
Meizu M6T 3 M811H,Meizu,,8590,0,Red,32,0.0,0.0
Meizu M6T 3,Meizu,,6390,0,Red,32,0.0,0.0
Meizu M6T 2 M811H,Meizu,,5490,0,Red,16,0.0,0.0
Meizu 15 Lite 4 M871H,Meizu,,15990,0,Red,32,0.0,0.0
Meizu M6T 3,Meizu,,0,0,Red,32,0.0,0.0
Meizu M6T 2,Meizu,,0,0,Red,16,0.0,0.0
Meizu M8C,Meizu,,0,0,Red,32,0.0,0.0
Meizu M8C,Meizu,,0,0,Red,16,0.0,0.0
Meizu 15 Lite 4,Meizu,,16350,0,Red,64,0.0,0.0
Meizu M5C M710H,Meizu,,6990,0,Red,32,0.0,0.0
Meizu M5C,Meizu,,0,0,Red,32,0.0,0.0
Meizu M5C,Meizu,,6150,1840,Red,16,0.0,0.0
Meizu Pro 7,Meizu,,21490,0,Red,128,0.0,0.0
Meizu M5C M710H,Meizu,,6790,4200,Red,16,0.0,0.0
Meizu Pro 7 M792H,Meizu,,21990,12000,Red,64,0.0,0.0
Meizu Pro 7,Meizu,,15990,23000,Red,64,0.0,0.0
Meizu Pro 6,Meizu,,0,0,Red,32,0.0,0.0
LG G360,LG,,4152,838,Red,,1.0,0.0
LG G4 H818P Leather,LG,,14155,1635,Red,,0.0,0.0
LG G3 s D724,LG,,7150,0,Red,,0.0,0.0
LG Nexus 5,LG,,23990,1000,Red,16,0.0,0.0
LG G Pro Lite Dual D686,LG,,8990,0,Red,,0.0,0.0
HTC Desire C,HTC,,5580,1410,Red,,0.0,0.0
HTC Windows Phone 8X Flame,HTC,,15590,0,Red,,0.0,0.0
HTC Windows Phone 8S,HTC,,7690,6300,Red,,0.0,0.0
HTC One,HTC,,17490,0,Red,32,0.0,0.0
HTC Desire 601,HTC,,10670,0,Red,,0.0,0.0
HTC Desire 601,HTC,,9540,1450,Red,,1.0,0.0
HTC Desire 816,HTC,,0,0,Red,,1.0,0.0
HTC Desire 210,HTC,,5990,0,Red,,1.0,0.0
HTC Desire EyeRed,HTC,,25690,2300,White ,,0.0,0.0
HTC One E8,HTC,,21590,11400,Red,,1.0,0.0
HTC U11,HTC,,32590,12400,Red,128,0.0,0.0
HTC U11 EYEs,HTC,,18750,0,Red,64,0.0,0.0
Lenovo S5,Lenovo,,7990,0,Red,64,0.0,0.0
Lenovo S5,Lenovo,,0,0,Red,32,0.0,0.0
Lenovo S5,Lenovo,,0,0,Red,64,0.0,0.0
Lenovo A2016,Lenovo,,4390,0,Red,,1.0,0.0
Lenovo K3 lemon,Lenovo,,6790,0,Red,16,0.0,0.0
Lenovo A2010,Lenovo,,4150,2840,Red,,0.0,0.0
Lenovo A6010,Lenovo,,7590,0,Red,16,0.0,0.0
Lenovo A6010 8Gb,Lenovo,,6750,0,Red,,0.0,0.0
Lenovo Vibe Shot,Lenovo,,15990,12000,Red,,0.0,0.0
Lenovo Vibe Shot Z90-3,Lenovo,,15990,0,Red,,0.0,0.0
Lenovo Vibe X2,Lenovo,,14990,0,Red,,0.0,0.0
Lenovo Vibe Shot Z90-7,Lenovo,,12790,10200,Red,,0.0,0.0
Lenovo A319,Lenovo,,4890,100,Red,,0.0,0.0
Lenovo P90ok,Lenovo,,0,0,Red,,0.0,0.0
Lenovo S820 4Gb,Lenovo,,8390,0,Red,,0.0,0.0
Huawei Honor 8X 4,Huawei,,12990,7000,Red,64,0.0,0.0
Huawei Honor Play,Huawei,,0,0,Red,64,0.0,0.0
Huawei Honor 8X 4,Huawei,,14990,7000,Red,128,0.0,0.0
HTC U12 Plus Flame,HTC,,0,0,Red,,0.0,0.0
HTC U11 Plus,HTC,,38990,0,Red,128,0.0,0.0
Fly MC150 DS Red,Fly,,1950,1040,Black,,0.0,0.0
Fly Ezzy 2,Fly,,1490,500,Red,,0.0,0.0
Fly MC220 Red,Fly,,2270,1520,Black,,0.0,0.0
Fly E170 Red,Fly,,3240,0,Black,,0.0,0.0
Fly Q300,Fly,,2440,1150,Red,,0.0,0.0
Fly DS105C Red,Fly,,809,0,Black,,0.0,0.0
Fly B200,Fly,,1810,0,Red,,0.0,0.0
Fly IQ436 Era Nano 3,Fly,,2350,640,Red,,0.0,0.0
Fly IQ4490 Era Nano 4,Fly,,2890,0,Red,,0.0,0.0
Fly Nimbus 1 FS451,Fly,,3085,0,Red,,0.0,0.0
Fly FS505 Nimbus 7 Red,Fly,,3350,0,Black,,0.0,0.0
Fly FS405 Stratus 4,Fly,,2500,0,Red,,0.0,0.0
Fly FS454 Nimbus 8,Fly,,2450,0,Red,,0.0,0.0
Fly FS406 Strarus 5,Fly,,2375,0,Red,,0.0,0.0
Fly FS407 Stratus 6,Fly,,2150,0,Red,,0.0,0.0
Fly FS509 Nimbus 9,Fly,,3135,0,Red,,0.0,0.0
Fly FS517 Cirrus 11 Red,Fly,,3750,1240,Black,,0.0,0.0
Fly Ezzy Trendy 3,Fly,,1525,0,Red,,0.0,0.0
Fly FS516 Cirrus 12,Fly,,4490,0,Red,,0.0,0.0
Fly FS456 Nimbus 14,Fly,,2585,0,Red,,0.0,0.0
Fly FS408 Stratus 8,Fly,,2150,0,Red,,0.0,0.0
Fly FS520 Selfie 1,Fly,,5650,2340,Red,,0.0,0.0
Fly FS522 Cirrus 14,Fly,,5150,0,Red,,0.0,0.0
Fly FS458 Stratus 7,Fly,,2535,955,Red,,0.0,0.0
Fly 5S,Fly,,0,0,Red,,0.0,0.0
Fly FF247,Fly,,1080,0,Red,,0.0,0.0
Fly FF180,Fly,,689,0,Red,,0.0,0.0
Fly FF182,Fly,,755,0,Red,,0.0,0.0
Fly FS524 Knockout,Fly,,3490,0,Red,,0.0,0.0
Fly FS518 Cirrus 13,Fly,,5525,0,Red,,0.0,0.0
Fly FS528 Memory Plus,Fly,,4635,0,Red,,0.0,0.0
Archos Core 50,Archos,,5150,0,Red,,0.0,0.0
Asus Zenfone 5,Asus,,0,0,Red,16,0.0,0.0
Asus Zenfone 6,Asus,,10990,0,Red,16,0.0,0.0
Asus Zenfone 5,Asus,,0,0,Red,16,0.0,0.0
Asus ZenFone 2 ZE551ML Ram 4Gb,Asus,,16890,3100,Red,32,0.0,0.0
Asus ZenFone 2 ZE551ML Ram 4Gb,Asus,,0,0,Red,64,0.0,0.0
Asus Zenfone 2 Laser ZE550KL,Asus,,12750,0,Red,16,0.0,0.0
Asus Zenfone 2 Laser ZE500KL,Asus,,11390,0,Red,16,0.0,0.0
Asus ZenFone 2 Laser ZE500KG 8Gb,Asus,,10990,0,Red,,0.0,0.0
Asus ZenFone Selfie ZD551KL,Asus,,9990,0,Red,16,0.0,0.0
Asus ZenFone 2 ZE551ML Ram 4Gb,Asus,,0,0,Red,16,0.0,0.0
Asus ZenFone Selfie ZD551KL,Asus,,0,0,Red,32,0.0,0.0
Asus ZenFone 5 Lite ZC600KL 4,Asus,,0,0,Red,64,0.0,0.0
Asus ZenFone 4 Selfie Pro ZD552KL 4 Gb,Asus,,20990,4000,Red,,0.0,0.0
Asus ZenFone Go ZB450KL 8Gb,Asus,,5150,0,Red,,0.0,0.0
Asus Zenfone 3 ZE552KL,Asus,,23290,0,Red,64,0.0,0.0
Asus ZenFone Go ZB500KG 8Gb,Asus,,4690,0,Red,,0.0,0.0
Asus ZenFone Go ZB500KL,Asus,,7450,0,Red,16,0.0,0.0
Asus ZenFone Go TV G550KL,Asus,,7590,0,Red,,0.0,0.0
Asus Zenfone 2 Laser ZE500KL,Asus,,10390,0,Red,32,0.0,0.0
Asus ZenFone Go ZC500TG 8Gb,Asus,,5990,3000,Red,,0.0,0.0
Asus ZenFone Go ZB452KG,Asus,,4250,0,Red,,0.0,0.0
Asus Zenfone 2 Laser ZE601KL,Asus,,17850,0,Red,32,0.0,0.0
Asus Zenfone 2 Laser ZE500KL 8Gb,Asus,,10950,0,Red,,0.0,0.0
Asus Zenfone Max Prook ZB631KL 4,Asus,,15990,0,Titan,64,0.0,0.0
Asus Zenfone Max Prook ZB631KL 4,Asus,,16490,0,Blue,64,0.0,0.0
Asus Zenfone Max Prook ZB631KL 4,Asus,,19990,0,Titan,128,0.0,0.0
Asus Zenfone Max Prook ZB631KL 4,Asus,,0,0,Blue,128,0.0,0.0
Apple iPhone 8,Apple,,0,0,Red,256,0.0,0.0
Apple iPhone 8,Apple,,0,0,Red,64,0.0,0.0
Apple iPhone 8 Plus,Apple,,0,0,Red,256,0.0,0.0
Apple iPhone 8 Plus,Apple,,0,0,Red,64,0.0,0.0
Apple iPhone XR,Apple,,0,0,Product Red,256,0.0,0.0
Alcatel OT-117 Deep,Alcatel,,555,0,Red,,0.0,0.0
Alcatel OneTouch 710 Cherry,Alcatel,,2190,0,Red,,0.0,0.0
Alcatel OneTouch 208 Deep,Alcatel,,720,0,Red,,0.0,0.0
Alcatel OT-209 Deep,Alcatel,,785,0,Red,,0.0,0.0
Alcatel OneTouch 108 Deep,Alcatel,,650,0,Red,,0.0,0.0
Alcatel OT-813D Spicy,Alcatel,,2450,0,Red,,0.0,0.0
Alcatel OT-361 Spicy,Alcatel,,1165,0,Red,,0.0,0.0
Alcatel OT-506D Spicy,Alcatel,,1550,0,Red,,0.0,0.0
Alcatel OneTouch 908,Alcatel,,2990,0,Red,,0.0,0.0
Alcatel OT-217D Deep,Alcatel,,690,0,Red,,0.0,0.0
Alcatel OT-213 Deep,Alcatel,,790,0,Red,,0.0,0.0
Alcatel OneTouch 990 Spicy,Alcatel,,4390,0,Red,,0.0,0.0
Alcatel OT-536,Alcatel,,1890,0,Red,,0.0,0.0
Alcatel One Touch 292 Cherry,Alcatel,,837,0,Red,,0.0,0.0
Alcatel One Touch 318D Deep,Alcatel,,959,0,Red,,0.0,0.0
Alcatel One Touch 228 Cherry,Alcatel,,549,0,Red,,0.0,0.0
Alcatel One Touch Pixi 4 6.0 8050D,Alcatel,,4339,0,Red,,0.0,0.0
Alcatel One Touch Pixi 4 6.0 8050X,Alcatel,,0,0,Red,,0.0,0.0
Alcatel 4034D Pixi 4 (4.0) Red,Alcatel,,1990,0,Black,,0.0,0.0
Alcatel 4034D Pixi 4 (4.0) Tango,Alcatel,,1990,0,Red,,0.0,0.0
Alcatel One Touch 1052D Deep,Alcatel,,975,0,Red,,0.0,0.0
Alcatel One Touch 7048X Go Play Lte Red,Alcatel,,5690,0,Black,,0.0,0.0
Alcatel 2007DRed,Alcatel,,1688,302,White ,,0.0,0.0
Alcatel 1042D Deep,Alcatel,,927,0,Red,,0.0,0.0
Alcatel One Touch Idol X 6040X,Alcatel,,8990,0,Red,,0.0,0.0
Alcatel OneTouch ScribeHD 8008D,Alcatel,,7190,3800,Red,,0.0,0.0
Alcatel Pop Fit 4002XRed,Alcatel,,0,0,White ,,0.0,0.0
Alcatel One Touch idol X 6040D,Alcatel,,8990,0,Red,,0.0,0.0
Alcatel One Touch 1040D,Alcatel,,888,0,Red,,0.0,0.0
Alcatel One Touch Pop S7Red,Alcatel,,0,0,White ,,0.0,0.0
Alcatel One Touch 1030D,Alcatel,,1149,0,Red,,0.0,0.0
Alcatel One Touch 1010D,Alcatel,,833,157,Red,,0.0,0.0
