name,brand,year,cost,discount,color,memory_size_Gb,dual_sim,discounted_goods
Fly IQ280 White,Fly,,6890,0,White ,,0.0,0.0
Fly IQ442 Miracle White,Fly,,4652,1638,White ,,0.0,0.0
Fly IQ230 White,Fly,,2595,0,White ,,0.0,0.0
Fly Ezzy 4 White,Fly,,2290,0,White ,,0.0,0.0
Fly DS125 White,Fly,,1790,200,White ,,0.0,0.0
Fly DS115 White,Fly,,1290,0,White ,,0.0,0.0
Fly IQ450 Horizon White,Fly,,7990,1000,White ,,0.0,0.0
Fly IQ443 Trend White,Fly,,4936,0,White ,,0.0,0.0
Fly DS106 White,Fly,,890,0,White ,,0.0,0.0
Fly IQ237 Dynamic White,Fly,,3790,100,White ,,0.0,0.0
Fly IQ430 Evoke White,Fly,,3390,600,White ,,0.0,0.0
Fly E157 White,Fly,,2290,0,White ,,0.0,0.0
Fly IQ445 Genius White,Fly,,4099,1291,White ,,0.0,0.0
Fly DS103D White,Fly,,790,0,White ,,0.0,0.0
Fly IQ238 Jazz White,Fly,,1890,0,White ,,0.0,0.0
Fly IQ446 Magic White,Fly,,6990,3000,White ,,0.0,0.0
Fly IQ450 Quattro Horizon 2 White,Fly,,6380,0,White ,,0.0,0.0
Fly IQ4490i Era Nano 10 White,Fly,,3028,0,White ,,0.0,0.0
Fly IQ4516 Octa Tornado Slim White,Fly,,13790,0,White ,,0.0,0.0
Fly Era Style 4 IQ4418 White,Fly,,4990,0,White ,,0.0,0.0
Fly Era Energie 2 IQ4401 White,Fly,,4150,140,White ,,0.0,0.0
Fly IQ4503 Era Life 6 Quad White,Fly,,5590,0,White ,,0.0,0.0
Fly IQ4417 Era Energy 3 Quad White,Fly,,4990,3000,White ,,0.0,0.0
Fly IQ4512 Evo Chic 4 Quad White,Fly,,4713,2277,White ,,0.0,0.0
Fly IQ4505 Era Life 7 White,Fly,,3890,0,White ,,0.0,0.0
Fly DS116 + White,Fly,,1415,0,White ,,0.0,0.0
Fly FF241 White,Fly,,1800,0,White ,,0.0,0.0
Fly IQ4504 Quad Era Energy 5 White,Fly,,6342,0,White ,,0.0,0.0
Fly Ezzy 6 + White,Fly,,2088,0,White ,,0.0,0.0
Fly DS104D White,Fly,,1090,600,White ,,0.0,0.0
Fly IQ436i Era Nano 9 White,Fly,,2615,0,White ,,0.0,0.0
Fly IQ434 Era Nano 5 White,Fly,,2280,0,White ,,0.0,0.0
Fly DS107D White,Fly,,865,0,White ,,0.0,0.0
Fly TS111 White,Fly,,1775,215,White ,,0.0,0.0
Fly IQ459 Quad Evo Chic 2 White,Fly,,7990,0,White ,,0.0,0.0
Fly IQ4415 Quad Era Style 3 White,Fly,,4990,0,White ,,0.0,0.0
Fly IQ4416 Era Life 5 White,Fly,,4075,0,White ,,0.0,0.0
Fly IQ456 Era Life 2 White,Fly,,4387,1303,White ,,0.0,0.0
Fly IQ239 Era Nano 2 White,Fly,,2125,0,White ,,0.0,0.0
Fly IQ4601 Era Style 2 White,Fly,,5990,0,White ,,0.0,0.0
Fly IQ4402 Era Style 1 White,Fly,,4990,0,White ,,0.0,0.0
Fly DS131 White,Fly,,2440,0,White ,,0.0,0.0
Fly IQ4510 Octa Ego Art 1 White,Fly,,14990,0,White ,,0.0,0.0
Fly IQ4406 Era Nano 6 White,Fly,,3680,0,White ,,0.0,0.0
Fly IQ4490 Era Nano 4 White,Fly,,2890,0,White ,,0.0,0.0
Fly DS106D White,Fly,,890,0,White ,,0.0,0.0
Fly IQ452 Ego Vision White,Fly,,8490,0,White ,,0.0,0.0
Fly E158 White,Fly,,2290,0,White ,,0.0,0.0
Fly IQ449 Pronto White,Fly,,2990,0,White ,,0.0,0.0
Fly IQ431 Glory White,Fly,,2390,100,White ,,0.0,0.0
Fly IQ447 Era Life 1 White,Fly,,2990,1000,White ,,0.0,0.0
Fly IQ454 Evo Tech 1 White,Fly,,5990,0,White ,,0.0,0.0
Fly MC131 White,Fly,,1990,0,White ,,0.0,0.0
Fly Ezzy 5 White,Fly,,1750,0,White ,,0.0,0.0
Fly DS128 White,Fly,,1890,0,White ,,0.0,0.0
Fly IQ448 Swarovski White,Fly,,7390,0,White ,,0.0,0.0
Fly IQ448 Chic White,Fly,,7390,0,White ,,0.0,0.0
Fly IQ245 Wizard Plus White,Fly,,4590,0,White ,,0.0,0.0
Fly IQ441 Radiance White,Fly,,6490,0,White ,,0.0,0.0
Fly E145 TV White,Fly,,2490,0,White ,,0.0,0.0
Fly IQ236 Victory White,Fly,,3090,0,White ,,0.0,0.0
Fly E134 White,Fly,,1880,0,White ,,0.0,0.0
Fly E154 White,Fly,,0,0,White ,,0.0,0.0
Fly IQ235 Uno White,Fly,,3020,0,White ,,0.0,0.0
Fly DS105D White,Fly,,789,0,White ,,0.0,0.0
Fly IQ270 White,Fly,,5260,0,White ,,0.0,0.0
Fly DS120 White,Fly,,1290,0,White ,,0.0,0.0
Fly IQ285 Turbo White,Fly,,10490,0,White ,,0.0,0.0
Fly E141 TV White,Fly,,1688,0,White ,,0.0,0.0
Fly Q120 TV White,Fly,,1580,0,White ,,0.0,0.0
Fly FS507 Cirrus 4,Fly,,4089,901,Black,,0.0,0.0
Fly FF179,Fly,,689,0,Black,,0.0,0.0
Fly FS406 Strarus 5,Fly,,2375,0,Black,,0.0,0.0
Fly FF246,Fly,,1230,0,Black,,0.0,0.0
Fly FS407 Stratus 6,Fly,,2150,0,Black,,0.0,0.0
Fly FS509 Nimbus 9,Fly,,3150,0,Black,,0.0,0.0
Fly FS514 Сirrus 8,Fly,,4550,0,Black,,0.0,0.0
Fly FS510 Nimbus 12,Fly,,5143,0,Black,,0.0,0.0
Fly FS512 Nimbus 10,Fly,,3550,1440,Black,,0.0,0.0
Fly FS508 Cirrus 6,Fly,,3990,0,Black,,0.0,0.0
Fly TS113,Fly,,1290,400,Black,,0.0,0.0
Fly FF282,Fly,,1590,0,Black,,0.0,0.0
Fly 5S,Fly,,0,0,Black,,0.0,0.0
Fly FS456 Nimbus 14,Fly,,2555,0,Black,,0.0,0.0
Fly Ezzy 9,Fly,,1350,0,Black,,0.0,0.0
Fly Ezzy 7+,Fly,,1272,0,Black,,0.0,0.0
Fly FS408 Stratus 8,Fly,,2150,0,Black,,0.0,0.0
Fly FS520 Selfie 1,Fly,,5650,2340,Black,,0.0,0.0
Fly FS459 Nimbus 16,Fly,,3179,0,Black,,0.0,0.0
Fly FS521 Power Plus 1,Fly,,4650,0,Black,,0.0,0.0
Fly FS530 Power Plus xxl,Fly,,5250,0,Black,,0.0,0.0
Fly FS529 Champ,Fly,,3850,0,Black,,0.0,0.0
Fly FS528 Memory Plus,Fly,,4635,0,Black,,0.0,0.0
Fly FS526 Power Plus 2,Fly,,4630,0,Black,,0.0,0.0
Fly FS527 Nimbus 17,Fly,,3090,0,Black,,0.0,0.0
Fly FS517 Cirrus 11,Fly,,3750,1240,Black,,0.0,0.0
Fly FF247,Fly,,1030,0,Black,,0.0,0.0
Fly FS523 Cirrus 16,Fly,,5234,1356,Black,,0.0,0.0
Fly FF180,Fly,,689,0,Black,,0.0,0.0
Fly FS458 Stratus 7,Fly,,2535,955,Black,,0.0,0.0
Fly FS524 Knockout,Fly,,3490,0,Black,,0.0,0.0
Fly IQ431 Glory,Fly,,2390,100,Black,,0.0,0.0
Fly IQ4410 Quad Phoenix,Fly,,8990,0,Black,,0.0,0.0
Fly E158,Fly,,2290,0,Black,,0.0,0.0
Fly IQ452 Ego Vision,Fly,,8490,0,Black,,0.0,0.0
Fly DS106D,Fly,,890,0,Black,,0.0,0.0
Fly DS130,Fly,,2290,0,Black,,0.0,0.0
Fly TS111,Fly,,1775,215,Black,,0.0,0.0
Fly DS129,Fly,,1990,0,Black,,0.0,0.0
Fly Era Nano 7 IQ4407,Fly,,3690,0,Black,,0.0,0.0
Fly IQ456 Era Life 2,Fly,,4741,949,Black,,0.0,0.0
Fly IQ4601 Era Style 2,Fly,,5990,0,Black,,0.0,0.0
Fly DS131,Fly,,2440,0,Black,,0.0,0.0
Fly IQ4501 Evo Energie 4,Fly,,7990,1000,Black,,0.0,0.0
Fly IQ4550,Fly,,0,0,Black,,0.0,0.0
Fly R300,Fly,,0,0,Black,,0.0,0.0
Fly IQ4405 Evo Chic,Fly,,4450,0,Black,,0.0,0.0
Fly IQ436 Era Nano 3,Fly,,1990,1000,Black,,0.0,0.0
Fly DS115+,Fly,,1290,0,Black,,0.0,0.0
Fly IQ4490 Era Nano 4,Fly,,2890,0,Black,,0.0,0.0
Fly IQ239 Era Nano 2,Fly,,2125,0,Black,,0.0,0.0
Fly Era Style 4 IQ4418,Fly,,4990,0,Black,,0.0,0.0
Fly Era Energie 2 IQ4401,Fly,,4090,200,Black,,0.0,0.0
Fly IQ4417 Era Energy 3 Quad,Fly,,4632,3358,Black,,0.0,0.0
Fly IQ434 Era Nano 5,Fly,,2280,0,Black,,0.0,0.0
Fly DS107D,Fly,,878,0,Black,,0.0,0.0
Fly IQ4491 ERA Life 3,Fly,,0,0,Black,,0.0,0.0
Fly IQ4415 Quad Era Style 3,Fly,,4990,0,Black,,0.0,0.0
Fly IQ4409 Era Life 4,Fly,,5490,0,Black,,0.0,0.0
Fly IQ4400 Era Nano 8,Fly,,2590,0,Black,,0.0,0.0
Fly IQ4502 Era Energy 1,Fly,,5990,0,Black,,0.0,0.0
Fly IQ4414 Evo Tech 3 Quad,Fly,,5740,0,Black,,0.0,0.0
Fly IQ4413 Evo Chic 3,Fly,,5493,0,Black,,0.0,0.0
Fly IQ4406 Era Nano 6,Fly,,3680,0,Black,,0.0,0.0
Fly IQ4416 Era Life 5,Fly,,3970,0,Black,,0.0,0.0
Fly IQ455 Octa Ego Art 2,Fly,,7990,0,Black,,0.0,0.0
Fly Era Life 6 IQ4503 Quad,Fly,,5590,0,Black,,0.0,0.0
Fly Ezzy Trendy 2,Fly,,2990,0,Black,,0.0,0.0
Fly FS405 Stratus 4,Fly,,2499,0,Black,,0.0,0.0
Fly FS454 Nimbus 8,Fly,,3150,0,Black,,0.0,0.0
Fly TS112,Fly,,1485,0,Black,,0.0,0.0
Fly Ezzy7,Fly,,1485,0,Black,,0.0,0.0
Fly FS506 Cirrus 3,Fly,,3697,0,Black,,0.0,0.0
Fly FS505 Nimbus 7,Fly,,3350,0,Black,,0.0,0.0
Fly FF178,Fly,,1039,0,Black,,0.0,0.0
Fly FF281,Fly,,1350,0,Black,,0.0,0.0
Fly FF243,Fly,,1271,419,Black,,0.0,0.0
Fly FS404 Stratus 3,Fly,,2788,0,Black,,0.0,0.0
Fly FS402,Fly,,3290,700,Black,,0.0,0.0
Fly FS504 Cirrus 2,Fly,,5050,0,Black,,0.0,0.0
Fly FS403 Cumulus 1,Fly,,2381,0,Black,,0.0,0.0
Fly FF242,Fly,,1299,0,Black,,0.0,0.0
Fly FS452 Nimbus 2,Fly,,6348,0,Black,,0.0,0.0
Fly FS502 Cirrus 1,Fly,,6990,0,Black,,0.0,0.0
Fly IQ239+,Fly,,2290,0,Black,,0.0,0.0
Fly FF 177,Fly,,890,0,Black,,0.0,0.0
Fly FF301,Fly,,1845,445,Black,,0.0,0.0
Fly FF241,Fly,,1800,0,Black,,0.0,0.0
Fly Nimbus 4 FS551,Fly,,3790,1200,Black,,0.0,0.0
Fly Nimbus 3 FS501,Fly,,4205,0,Black,,0.0,0.0
Fly Nimbus 1 FS451,Fly,,3085,0,Black,,0.0,0.0
Fly FS401 Stratus 1,Fly,,2850,0,Black,,0.0,0.0
Fly IQ4515 EVO Energy 1,Fly,,6990,0,Black,,0.0,0.0
Fly DS116 +,Fly,,1407,0,Black,,0.0,0.0
Fly IQ4505 Era Life 7,Fly,,4790,0,Black,,0.0,0.0
Fly IQ4516 Octa Tornado Slim,Fly,,14490,0,Black,,0.0,0.0
Fly Ezzy 6 +,Fly,,2097,0,Black,,0.0,0.0
Fly IQ4490i Era Nano 10,Fly,,2989,0,Black,,0.0,0.0
Fly IQ4512 Evo Chic 4 Quad,Fly,,5692,2298,Black,,0.0,0.0
Fly IQ436i Era Nano 9,Fly,,2615,0,Black,,0.0,0.0
Fly IQ4504 Quad Era Energy 5,Fly,,4180,0,Black,,0.0,0.0
Fly DS133,Fly,,1556,434,Black,,0.0,0.0
Fly IQ4511 Tornado One Octa,Fly,,9990,0,Black,,0.0,0.0
Fly DS104D,Fly,,1090,600,Black,,0.0,0.0
Fly DS165,Fly,,1740,0,Black,,0.0,0.0
Fly IQ270 Firebird,Fly,,5270,0,Black,,0.0,0.0
Fly DS185,Fly,,1770,720,Black,,0.0,0.0
Fly ST305,Fly,,2040,0,Black,,0.0,0.0
Fly DS160,Fly,,1590,300,Black,,0.0,0.0
Fly E135,Fly,,3190,1600,Black,,0.0,0.0
Fly E160,Fly,,2990,0,Black,,0.0,0.0
Fly E170,Fly,,3490,700,Black,,0.0,0.0
Fly MC300,Fly,,2800,0,Black,,0.0,0.0
Fly MC170 DS,Fly,,2520,0,Black,,0.0,0.0
Fly Ezzy,Fly,,1650,340,Black,,0.0,0.0
Fly Ezzy Flip,Fly,,1940,0,Black,,0.0,0.0
Fly Q400,Fly,,2690,1300,Black,,0.0,0.0
Fly E171 Wi-Fi,Fly,,3990,760,Black,,0.0,0.0
Fly E150,Fly,,3420,530,Black,,0.0,0.0
Fly MC175 DS,Fly,,3250,0,Black,,0.0,0.0
Fly ST240,Fly,,1530,0,Black,,0.0,0.0
Fly DS107,Fly,,880,0,Black,,0.0,0.0
Fly TS105,Fly,,1590,0,Black,,0.0,0.0
Fly Q410 Princess,Fly,,3150,840,Black,,0.0,0.0
Fly E147 TV,Fly,,2550,0,Black,,0.0,0.0
Fly V107,Fly,,760,0,Black,,0.0,0.0
Fly B500,Fly,,2340,0,Black,,0.0,0.0
Fly DS169,Fly,,1740,0,Black,,0.0,0.0
Fly MC177,Fly,,1250,0,Black,,0.0,0.0
Fly MC181,Fly,,2390,0,Black,,0.0,0.0
Fly OD1,Fly,,1990,0,Black,,0.0,0.0
Fly E141 TV,Fly,,1613,0,Black,,0.0,0.0
Fly IQ285 Turbo,Fly,,10490,0,Black,,0.0,0.0
Fly DS105C,Fly,,890,0,Black,,0.0,0.0
Fly IQ245 Wizard Plus,Fly,,3490,0,Black,,0.0,0.0
Fly DS105D,Fly,,789,0,Black,,0.0,0.0
Fly DS113,Fly,,990,0,Black,,0.0,0.0
Fly IQ449 Pronto,Fly,,2990,400,Black,,0.0,0.0
Fly IQ454 Evo Tech 1,Fly,,5990,0,Black,,0.0,0.0
Fly TS91,Fly,,930,0,Black,,0.0,0.0
Fly IQ447 Era Life 1,Fly,,2990,1000,Black,,0.0,0.0
Fly E141 TV+,Fly,,1612,0,Black,,0.0,0.0
Fly IQ442 Quad Miracle 2,Fly,,4690,0,Black,,0.0,0.0
Fly IQ453 Luminor FHD,Fly,,11990,0,Black,,0.0,0.0
Fly TS107,Fly,,1239,0,Black,,0.0,0.0
Fly DS128,Fly,,1890,0,Black,,0.0,0.0
Fly TS107,Fly,,1150,0,Black,,0.0,0.0
Fly IQ457 Universe 5.7,Fly,,13990,1000,Black,,0.0,0.0
Fly IQ451 Quattro Vista,Fly,,7902,4088,Black,,0.0,0.0
Fly IQ4411 Quad Energie 2,Fly,,6490,0,Black,,0.0,0.0
Fly IQ450 Quattro Horizon 2,Fly,,6380,1910,Black,,0.0,0.0
Fly IQ444 Quattro Diamond 2,Fly,,9990,2000,Black,,0.0,0.0
Fly IQ246 Power,Fly,,3490,500,Black,,0.0,0.0
Fly TS110,Fly,,1590,0,Black,,0.0,0.0
Fly DS103D,Fly,,790,0,Black,,0.0,0.0
Fly E157,Fly,,2290,0,Black,,0.0,0.0
Fly DS106,Fly,,890,0,Black,,0.0,0.0
Fly IQ445 Genius,Fly,,3850,1540,Black,,0.0,0.0
Fly IQ430 Evoke,Fly,,3390,600,Black,,0.0,0.0
Fly IQ237 Dynamic,Fly,,3790,200,Black,,0.0,0.0
Fly IQ451 Vista,Fly,,9490,2500,Black,,0.0,0.0
Fly IQ444,Fly,,8490,3500,Diamond Black,,0.0,0.0
Fly IQ4403 Energie 3,Fly,,5990,1000,Black,,0.0,0.0
Fly DS124,Fly,,2190,800,Black,,0.0,0.0
Fly IQ446 Magic,Fly,,6289,3701,Black,,0.0,0.0
Fly IQ443 Trend,Fly,,4936,0,Black,,0.0,0.0
Fly IQ450 Horizon,Fly,,7990,0,Black,,0.0,0.0
Fly Ezzy Trendy,Fly,,2590,400,Black,,0.0,0.0
Fly E145 TV,Fly,,2490,0,Black,,0.0,0.0
Fly IQ230,Fly,,2890,0,Black,,0.0,0.0
Fly IQ442 Miracle,Fly,,4690,2700,Black,,0.0,0.0
Fly IQ440 Energie,Fly,,4420,3070,Black,,0.0,0.0
Fly IQ441 Radiance,Fly,,5040,1950,Black,,0.0,0.0
Fly IQ255 Pride,Fly,,4225,1165,Black,,0.0,0.0
Fly IQ236 Victory,Fly,,3190,0,Black,,0.0,0.0
Fly E154,Fly,,2649,0,Black,,0.0,0.0
Fly IQ235 Uno,Fly,,3020,0,Black,,0.0,0.0
Archos Diamond Omega,Archos,,26675,0,Blue,,0.0,0.0
Archos Core 60S,Archos,,6765,0,Blue,,0.0,0.0
Archos Core 57S,Archos,,5537,0,Blue,,0.0,0.0
Archos Access 50 Color 3G,Archos,,3767,0,Black,,0.0,0.0
Archos Access 50 3G,Archos,,3530,0,Black,,0.0,0.0
Archos Access 55 3G,Archos,,4490,0,Black,,0.0,0.0
Archos Access 45 4G,Archos,,3690,0,Black,,0.0,0.0
Archos Access 50 Color 4G,Archos,,4556,0,Black,,0.0,0.0
Archos Access 50 4G,Archos,,4461,0,Black,,0.0,0.0
Archos Core 50,Archos,,4790,0,Black,,0.0,0.0
Archos Core 55P,Archos,,5335,0,Black,,0.0,0.0
Archos Sense 55s,Archos,,7790,0,Black,,0.0,0.0
Archos Core 55 4G,Archos,,5050,0,Black,,0.0,0.0
Archos Core 50 Lite,Archos,,3990,0,Black,,0.0,0.0
Archos Diamond Alpha,Archos,,12990,0,Black,64,0.0,0.0
Archos Sense 55DC,Archos,,6005,0,Black,16,0.0,0.0
Apple iPhone 4S,Apple,,0,0,White,32,0.0,0.0
Apple iPhone 4S,Apple,,0,0,White,16,0.0,0.0
Apple iPhone 4 8GB White,Apple,,0,0,White ,,0.0,0.0
Apple iPhone 4S,Apple,,0,0,White,64,0.0,0.0
Apple iPhone 5,Apple,,0,0,White,16,0.0,0.0
Apple iPhone 5,Apple,,0,0,White,64,0.0,0.0
Apple iPhone 5,Apple,,0,0,White,32,0.0,0.0
Apple iPhone 5C,Apple,,0,0,White,16,0.0,0.0
Apple iPhone 5C,Apple,,0,0,White,32,0.0,0.0
Apple iPhone 4S 8Gb White,Apple,,0,0,White ,,0.0,0.0
Apple iPhone 5C 8Gb White,Apple,,13890,0,White ,,0.0,0.0
Apple iPhone XR,Apple,,0,0,White,256,0.0,0.0
Apple iPhone 5,Apple,,0,0,Black,16,0.0,0.0
Apple iPhone 4S,Apple,,0,0,Black,32,0.0,0.0
Apple iPhone 4 8GB,Apple,,0,0,Black,,0.0,0.0
Apple iPhone 4S,Apple,,0,0,Black,16,0.0,0.0
Apple iPhone 4S,Apple,,0,0,Black,64,0.0,0.0
Apple iPhone 4S 8Gb,Apple,,0,0,Black,,0.0,0.0
Apple iPhone 5,Apple,,0,0,Black,32,0.0,0.0
Apple iPhone 5,Apple,,0,0,Black,64,0.0,0.0
Apple iPhone 7 A1778,Apple,,47950,13040,Black,128,0.0,0.0
Apple iPhone 7 Plus A1661,Apple,,61990,8000,Black,128,0.0,0.0
Apple iPhone 7 Plus A1784,Apple,,59990,10000,Black,128,0.0,0.0
Apple iPhone 7 Plus A1661,Apple,,51990,0,Black,32,0.0,0.0
Apple iPhone 7 А1778,Apple,,43990,0,Black,32,0.0,0.0
Apple iPhone XR,Apple,,0,0,Black,256,0.0,0.0
Alcatel OneTouch 710 White,Alcatel,,2190,0,White ,,0.0,0.0
Alcatel Pixi 4ok 5045D White,Alcatel,,3890,1100,White ,,0.0,0.0
Alcatel OT-213 White,Alcatel,,790,0,White ,,0.0,0.0
Alcatel OT-536 White,Alcatel,,1890,0,White ,,0.0,0.0
Alcatel One Touch 991D White,Alcatel,,5590,0,White ,,0.0,0.0
Alcatel One Touch 985DWhite,Alcatel,,2990,0,White ,,0.0,0.0
Alcatel One Touch 997D White,Alcatel,,8790,0,White ,,0.0,0.0
Alcatel OT-900 White,Alcatel,,2180,0,White ,,0.0,0.0
Alcatel OneTouch 997D White,Alcatel,,0,0,White ,,0.0,0.0
Alcatel One Touch X Pop 5035D White,Alcatel,,4899,3091,White ,,0.0,0.0
Alcatel One Touch 2010D Pure White,Alcatel,,1443,0,White ,,0.0,0.0
Alcatel Tribe 3041D White,Alcatel,,1990,0,White ,,0.0,0.0
Alcatel One Touch TPop 4010D White,Alcatel,,2010,0,White ,,0.0,0.0
Alcatel OneTouch M*Pop 5020D White,Alcatel,,3290,0,White ,,0.0,0.0
Alcatel One Touch Star 6010D White,Alcatel,,5250,0,White ,,1.0,0.0
Alcatel OneTouch ScribeHD 8008D White,Alcatel,,7989,0,White ,,0.0,0.0
Alcatel One Touch 1010D White,Alcatel,,850,140,White ,,0.0,0.0
Alcatel One Touch 1030D White,Alcatel,,1149,0,White ,,0.0,0.0
Alcatel One Touch 2001X White,Alcatel,,2148,0,White ,,0.0,0.0
Alcatel OneTouch Pop C5 5036D Pure White,Alcatel,,4090,900,White ,,0.0,0.0
Alcatel OneTouch Pop C7 7041D Pure White,Alcatel,,5640,1350,White ,,0.0,0.0
Alcatel One Touch 1040D White,Alcatel,,1989,0,White ,,0.0,0.0
Alcatel Pop S9 7050K White,Alcatel,,0,0,White ,,0.0,0.0
Alcatel One Touch Idol X+ 6043D White,Alcatel,,6990,9000,White ,,0.0,0.0
Alcatel Pop C9 7047D Full White,Alcatel,,7590,400,White ,,0.0,0.0
Alcatel Idol 2 6037Y White,Alcatel,,10390,0,White ,,0.0,0.0
Alcatel Pop D1 4018DFull White,Alcatel,,0,0,White ,,0.0,0.0
Alcatel 1042D Pure White,Alcatel,,927,0,White ,,0.0,0.0
Alcatel Pop D5 5038D Full White,Alcatel,,4690,0,White ,,0.0,0.0
Alcatel Pop D3 4035D Full White,Alcatel,,3750,0,White ,,0.0,0.0
Alcatel PIXI 3(5) 5065D,Alcatel,,4765,0,Black,,0.0,0.0
Alcatel One Touch 1052D,Alcatel,,943,0,Black,,0.0,0.0
Alcatel One Touch 5022D Pop Star Color,Alcatel,,3990,3000,Black,,0.0,0.0
Alcatel One Touch POP 3 5025D leather,Alcatel,,6925,0,Black,,0.0,0.0
Alcatel One Touch Pop 3 (5.5) 5054D Leather,Alcatel,,5690,0,Black,,0.0,0.0
Alcatel One Touch Pop Up 6044D,Alcatel,,8270,0,Black,,0.0,0.0
Alcatel 4034D Pixi 4 (4.0),Alcatel,,1990,0,Black,,0.0,0.0
Alcatel 9001D Pixi 4ok,Alcatel,,6479,0,Black,,0.0,0.0
Alcatel 5010D Pixi 4ok,Alcatel,,3380,0,Black,,0.0,0.0
Alcatel 2008G,Alcatel,,1790,0,Black,,0.0,0.0
Alcatel Shine Lite Prime,Alcatel,,7190,0,Black,,0.0,0.0
Alcatel One Touch 1020D,Alcatel,,799,0,Black,,0.0,0.0
Alcatel A3 5046D,Alcatel,,5390,0,Black,,0.0,0.0
Alcatel 3 5052D,Alcatel,,7490,0,Black,,0.0,0.0
Alcatel 5V 5060D,Alcatel,,10790,0,Black,,0.0,0.0
Alcatel OneTouch 318D,Alcatel,,959,0,Black,,0.0,0.0
Alcatel OT-117,Alcatel,,555,0,Black,,0.0,0.0
Alcatel OT-213,Alcatel,,680,0,Black,,0.0,0.0
Alcatel OT-311 Carbon,Alcatel,,989,0,Black,,0.0,0.0
Alcatel OT-113,Alcatel,,749,0,Black,,0.0,0.0
Alcatel OT-799 Carbon,Alcatel,,2190,0,Black,,0.0,0.0
Alcatel OneTouch 806D,Alcatel,,1990,0,Black,,0.0,0.0
Alcatel OneTouch 710,Alcatel,,2190,0,Black,,0.0,0.0
Alcatel  OneTouch 806,Alcatel,,3550,0,Black,,0.0,0.0
Alcatel OT-217D,Alcatel,,690,0,Black,,0.0,0.0
Alcatel Pixi 4ok 5045D,Alcatel,,3890,1100,Black Silver,,0.0,0.0
Alcatel OT-362,Alcatel,,1190,0,Black,,0.0,0.0
Alcatel OT-506D,Alcatel,,1550,0,Black,,0.0,0.0
Alcatel OT-602D Carbon,Alcatel,,1490,0,Black,,0.0,0.0
Alcatel OneTouch 918D,Alcatel,,3390,0,Black,,0.0,0.0
Alcatel OT-665,Alcatel,,1590,0,Black,,0.0,0.0
Alcatel OneTouch 908,Alcatel,,4290,0,Black,,0.0,0.0
Alcatel OT-536,Alcatel,,1890,0,Black,,0.0,0.0
Alcatel OneTouch 995,Alcatel,,0,0,Black,,0.0,0.0
Alcatel OT-813D,Alcatel,,2650,0,Black,,0.0,0.0
Alcatel OneTouch Pixi 3 3.5,Alcatel,,0,0,Black,,0.0,0.0
Alcatel One Touch 292,Alcatel,,837,0,Black,,0.0,0.0
Alcatel One Touch 991D,Alcatel,,5590,0,Black,,0.0,0.0
Alcatel One Touch 720D,Alcatel,,1690,0,Black,,0.0,0.0
Alcatel OT-132,Alcatel,,555,0,Black,,0.0,0.0
Alcatel OT-668,Alcatel,,1560,0,Black,,0.0,0.0
Alcatel One Touch 606,Alcatel,,1370,0,Black,,0.0,0.0
Alcatel One Touch 800,Alcatel,,1890,0,Black,,0.0,0.0
Alcatel One Touch TPop 4010D,Alcatel,,2010,0,Black,,0.0,0.0
Alcatel One Touch X Pop 5035D,Alcatel,,3437,4553,Black,,0.0,0.0
Alcatel OneTouch M*Pop 5020D,Alcatel,,3290,1300,Black,,0.0,0.0
Alcatel One Touch 6033X Idol Ultra,Alcatel,,6990,4600,Black,,0.0,0.0
Alcatel One Touch Scribe Easy 8000D,Alcatel,,5932,1058,Black,,0.0,0.0
Alcatel OneTouch ScribeHD 8008D,Alcatel,,7790,3200,Black,,0.0,0.0
Alcatel Tribe 3041D,Alcatel,,1990,0,Black,,0.0,0.0
Alcatel One Touch 1030D,Alcatel,,1149,0,Black,,0.0,0.0
Alcatel One Touch 903,Alcatel,,0,0,Black,,0.0,0.0
Alcatel One Touch 903D,Alcatel,,0,0,Black,,0.0,0.0
Alcatel One Touch 1010D,Alcatel,,850,140,Black,,0.0,0.0
Alcatel OneTouch 2040D,Alcatel,,1040,0,Black,,0.0,0.0
Alcatel One Touch 2001X,Alcatel,,2148,442,Black,,0.0,0.0
Alcatel OT-233,Alcatel,,590,0,Black,,0.0,0.0
Alcatel 1051D,Alcatel,,690,0,Black,,0.0,0.0
Alcatel OT-2004C,Alcatel,,2247,0,Black,,0.0,0.0
Alcatel 2004G,Alcatel,,2097,0,Black,,0.0,0.0
Alcatel One Touch 1040D,Alcatel,,888,0,Black,,0.0,0.0
Alcatel Hero 8020D,Alcatel,,8590,0,Black,,0.0,0.0
Alcatel One Touch Idol X+ 6043D,Alcatel,,13350,2640,Black,,0.0,0.0
Alcatel 1042D,Alcatel,,921,0,Black,,0.0,0.0
Alcatel OneTouch Flash,Alcatel,,0,0,Black,,0.0,0.0
Alcatel PIXI 3(3.5) 4009D,Alcatel,,2297,0,Black,,0.0,0.0
Alcatel OneTouch Pixi 3 (4.5) 4027D,Alcatel,,0,0,Black,,0.0,0.0
Caterpillar Cat B30,Caterpillar,,3590,0,Black,,0.0,0.0
Caterpillar Cat S40,Caterpillar,,14890,10100,Black,,0.0,0.0
Caterpillar Cat S30,Caterpillar,,11000,0,Black,,0.0,0.0
Caterpillar Cat S50,Caterpillar,,0,0,Black,,0.0,0.0
